lon	lat	OBJECTID	NAME	WEB_URL	EXIT_TO_ST	LINE
-77.02843744	38.88907828	46	Smithsonian	http://www.wmata.com/rail/station_detail.cfm?station_id=54	NW CORNER OF JEFFERSON DRIVE SW AND 12TH STREET SW	"blue, orange"
-77.03485716	38.90116214	47	McPherson Sq	http://www.wmata.com/rail/station_detail.cfm?station_id=36	SW CORNER OF VERMONT AVENUE NW AND I STREET NW	"blue, orange"
-76.99546645	38.86216945	48	Anacostia	http://www.wmata.com/rail/station_detail.cfm?station_id=85	INTERSECTION OF HOWARD ROAD SE AND SHANNON PLACE SE	green
-77.00382853	38.90571764	49	NoMa-Gallaudet U	http://www.wmata.com/rail/station_detail.cfm?station_id=108	NORTH SIDE OF M STREET NE AT INTERSECTION WITH DELAWARE AVENUE NE	red
-77.022081	38.89387723	50	Archives | Navy Mem Elevator	http://www.wmata.com/rail/station_detail.cfm?station_id=81	NE CORNER OF 7TH STREET NW AND PENNSYLVANIA AVENUE NW	"green,yellow"
-77.00607578	38.88518068	51	Capitol South Elevator	http://www.wmata.com/rail/station_detail.cfm?station_id=59	WEST SIDE OF 1ST STREET SE BETWEEN C STREET SE AND D STREET SE	"blue, orange"
-77.05843711	38.93577698	52	Cleveland Park Elevator	http://www.wmata.com/rail/station_detail.cfm?station_id=8	EAST SIDE OF CONNECTICUT AVENUE NW BETWEEN PORTER STREET NW AND ORDWAY STREET NW	red
-76.99604045	38.88426112	53	Eastern Market Elevator	http://www.wmata.com/rail/station_detail.cfm?station_id=60	SOUTH SIDE OF PENNSYLVANIA AVENUE SE BETWEEN 7TH STREET SE AND 8TH STREET SE	"blue, orange"
-77.02831582	38.8937774	54	Federal Triangle Elevator	http://www.wmata.com/rail/station_detail.cfm?station_id=53	RONALD REAGAN BUILDING - WEST SIDE OF 12TH STREET NW BETWEEN PENNSYLVANIA AVENUE NW AND CONSTITUTION AVENUE NW	"blue, orange"
-77.02378099	38.89816592	55	Gallery Pl | Chinatown	http://www.wmata.com/rail/station_detail.cfm?station_id=21	SE CORNER OF 9TH STREET NW AND G STREET NW	"red, green, yellow"
-77.02165568	38.89964005	56	Gallery Pl | Chinatown	http://www.wmata.com/rail/station_detail.cfm?station_id=21	SE CORNER OF 7TH STREET NW AND H STREET NW	"red, green, yellow"
-77.02789388	38.89852655	57	Metro Center	http://www.wmata.com/rail/station_detail.cfm?station_id=1	NE CORNER OF G STREET NW AND 12TH STREET NW 	"red, blue, orange"
-77.02945222	38.89814113	58	Metro Center	http://www.wmata.com/rail/station_detail.cfm?station_id=1	SE CORNER OF G STREET NW AND 13TH STREET NW 	"red, blue, orange"
-77.02837555	38.89712765	59	Metro Center	http://www.wmata.com/rail/station_detail.cfm?station_id=1	SW CORNER OF F STREET NW AND 12TH STREET NW	"red, blue, orange"
-77.04013022	38.90358985	60	Farragut North	http://www.wmata.com/rail/station_detail.cfm?station_id=4	SW CORNER OF L STREET NW AND CONNECTICUT AVENUE NW	red
-77.03917955	38.90278148	61	Farragut North	http://www.wmata.com/rail/station_detail.cfm?station_id=4	NE CORNER OF 17TH STREET NW AND K STREET NW	red
-77.05900689	38.93614552	62	Cleveland Park	http://www.wmata.com/rail/station_detail.cfm?station_id=8	WEST SIDE OF CONNECTICUT AVENUE NW BETWEEN PORTER STREET NW AND ORDWAY STREET NW	red
-77.06352577	38.94455553	63	Van Ness | UDC	http://www.wmata.com/rail/station_detail.cfm?station_id=9	NW CORNER OF CONNECTICUT AVENUE NW AND VEAZEY TERRACE NW	red
-77.06399597	38.94447618	64	Van Ness | UDC	http://www.wmata.com/rail/station_detail.cfm?station_id=9	NE CORNER OF CONNECTICUT AVENUE AND VEAZEY TERRACE NW	red
-77.02471477	38.93712879	65	Georgia Ave | Petworth	http://www.wmata.com/rail/station_detail.cfm?station_id=76	WEST SIDE OF GEORGIA AVENUE NW BETWEEN QUINCY STREET NW AND NEW HAMPSHIRE AVENUE NW	"green,yellow"
-77.02416081	38.93695143	66	Georgia Ave | Petworth	http://www.wmata.com/rail/station_detail.cfm?station_id=76	NE CORNER OF GEORGIA AVENUE NW AND NEW HAMPSHIRE AVE NW	"green,yellow"
-77.03303204	38.92861892	67	Columbia Heights	http://www.wmata.com/rail/station_detail.cfm?station_id=75	SW CORNER OF IRVING STREET NW AND 14TH STREET NW	"green,yellow"
-77.04331929	38.90868289	68	Dupont Circle	http://www.wmata.com/rail/station_detail.cfm?station_id=6	SE CORNER OF 19TH STREET NW AND DUPONT CIRCLE NW	red
-77.08576533	38.96045308	69	Friendship Heights	http://www.wmata.com/rail/station_detail.cfm?station_id=11	SW CORNER OF WISCONSIN AVENUE NW AND WESTERN AVENUE NW	red
-76.99504466	38.93383432	70	Brookland | CUA	http://www.wmata.com/rail/station_detail.cfm?station_id=27	NE CORNER OF JOHN MCCORMICK ROAD NE AND MICHIGAN AVENUE NE	red
-76.93472262	38.90826751	71	Deanwood	http://www.wmata.com/rail/station_detail.cfm?station_id=65	SOUTH SIDE OF POLK STREET NE AT OLIVE STREET NE	orange
-76.93517248	38.90856083	72	Deanwood	http://www.wmata.com/rail/station_detail.cfm?station_id=65	NORTH SIDE OF MINNESOTA AVENUE NE AT 48TH STREET NE	orange
